,Heating,Cooling,Parking,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Flooring,Heating features,Cooling features,Appliances included,Laundry features,Parking features,Tax assessed value,Annual tax amount,Listed Price
40528,Central,Central Air,"Driveway, Concrete, Garage, Garage Door Opener",4,2.0,1670.0,8.0,7.0,8.0,"Carpet, Tile, Wood",Central,Central Air,"Dishwasher, Gas Oven, Gas Range, Gas Water Heater, Ice Maker, Range Hood, Refrigerator, Water Heater, Water Line to Refrigerator","Gas Dryer Hookup, In Garage","Driveway, Concrete, Garage, Garage Door Opener",416663.0,6538.0,1149000.0
40540,"Natural Gas, Wall Furnace",None,"Attached, Enclosed",2,1.0,810.0,3.0,1.0,2.0,"Laminate, Wood","Natural Gas, Wall Furnace",None,"Gas Water Heater, Dishwasher, Gas Range, Refrigerator","220 Volt Outlet, Hookups Only, In Garage","Attached, Enclosed",72977.0,2309.0,400000.0
40547,"Fireplace(s), Forced Air, Natural Gas",Central Air,"Garage Door Opener, Attached, Side By Side",3,2.0,2266.0,9.0,6.0,6.0,"Carpet, Engineered Wood, Tile","Fireplace(s), Forced Air, Natural Gas",Central Air,"Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Oven, Range, Refrigerator","220 Volt Outlet, Dryer, Washer, Sink","Garage Door Opener, Attached, Side By Side",700051.0,10041.0,1249200.0
40552,"Fireplace, Central Forced Air - Gas","Ceiling Fan, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, Master Suite / Retreat, Walk-in Closet, More than One Master Bedroom on Ground Floor",2.0,1463.0,7.0,5.0,6.0,"Tile, Hardwood, Carpet","Forced air, Gas",Central,"Garbage disposal, Microwave, Refrigerator","In Garage, Electricity Hookup (220V), Electricity Hookup (110V)","Garage, Garage - Attached, Covered",665000.0,8535.0,699950.0
40560,"Radiant, Radiant Floors",Central AC,"Carport, Garage - Attached, Covered",3,2.0,1610.0,4.0,4.0,5.0,Stone,"Other, Radiant, Electric, Gas","Refrigerator, Other","Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer, Electricity Hookup (220V)","Carport, Garage - Attached, Covered",717369.0,10034.0,1150000.0
40566,"Forced Air, Central Forced Air - Gas",None,"Garage, Garage - Attached","Ground Floor Bedroom, Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor, Walk-in Closet",2.0,1680.0,7.0,6.0,7.0,"Tile, Hardwood, Unfinished, Vinyl / Linoleum","Forced air, Gas",None,Garbage disposal,In Garage,"Garage, Garage - Attached",264041.0,3328.0,999000.0
40572,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",5,4.0,2551.0,9.0,9.0,8.0,"Tile, Carpet, Travertine",Forced air,Central,"Dishwasher, Range / Oven, Trash compactor",In Utility Room,"Garage, Garage - Attached, Covered",1367487.0,17941.0,1999888.0
40576,Central Forced Air,Central AC,"Garage, Garage - Detached",2,1.0,930.0,3.0,4.0,3.0,"Laminate, Wood, Stone, Concrete, Vinyl / Linoleum","Forced air, Gas",None,Refrigerator,"In Garage, Other, Electricity Hookup (110V), Outside","Garage, Garage - Detached",714450.0,9553.0,850000.0
40582,Central,Central Air,"Garage, Garage - Attached, Covered",4,3.0,2134.0,3.0,2.0,6.0,Laminate,"Forced air, Electric, Gas","Central, Solar","Dishwasher, Garbage disposal, Microwave, Range / Oven","cabinets, Inside Room","Garage, Garage - Attached, Covered",468180.0,5689.0,749950.0
40584,Central,Central Air,"Driveway, Garage",6,5.0,5630.0,7.0,5.0,7.0,"Carpet, Stone, Wood",Central,Central Air,"Built-In Range, Convection Oven, Dishwasher, Double Oven, Electric Oven, Freezer, Disposal, Gas Water Heater, Hot Water Circulator, Ice Maker, Microwave, Refrigerator, Tankless Water Heater, Water Purifier, Water Softener","Laundry Room, Inside","Driveway, Garage",997671.0,10933.0,2399000.0
40596,"Gas, Forced Air, Other",None,"Garage, Garage - Attached, Covered",Walk-in Closet,3.0,1694.0,4.0,3.0,7.0,"Tile, Carpet","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Dryer, Washer","Garage, Garage - Attached, Covered",184472.0,2354.0,1749000.0
40602,"Forced air, Gas",Other,"Garage, Garage - Detached, Off-street, Covered",2,2.0,1100.0,8.0,9.0,10.0,Hardwood,"Forced air, Gas",Other,"Dryer, Washer",In Unit,"Garage, Garage - Detached, Off-street, Covered",183735.0,3921.0,2650000.0
40631,Central,"Central Air, Dual",Garage - Attached,4,3.0,1763.0,6.0,3.0,6.0,"Tile, Wood",Central,"Central Air, Dual","Dishwasher, Freezer, Gas Cooktop, Gas Oven, Refrigerator",Laundry Room,Garage - Attached,1164602.0,14257.0,1375000.0
40632,Forced Air,Central AC,"Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",3.0,2250.0,2.0,4.0,3.0,"Tile, Carpet",Forced air,Central,"Dishwasher, Garbage disposal, Refrigerator",In Utility Room,"Garage, Garage - Attached, Covered",672530.0,9616.0,999800.0
40634,Central,Central Air,"On Street, Garage - Two Door",2,2.0,1514.0,6.0,3.0,7.0,Wood,Central,Central Air,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,"On Street, Garage - Two Door",1007679.0,12424.0,1479000.0
40642,Central,Central Air,"Driveway, Concrete, Garage, Garage Door Opener",2,2.0,1476.0,1.0,4.0,2.0,Vinyl,Central,Central Air,"Dishwasher, Disposal, Gas Range, Microwave",In Garage,"Driveway, Concrete, Garage, Garage Door Opener",247053.0,3341.0,674900.0
40643,"Central, ENERGY STAR Qualified Equipment, Humidity Control","Central Air, Humidity Control, ENERGY STAR Qualified Equipment, SEER Rated 16+",Garage,3,2.0,1050.0,8.0,6.0,6.0,"Laminate, Tile","Central, ENERGY STAR Qualified Equipment, Humidity Control","Central Air, Humidity Control, ENERGY STAR Qualified Equipment, SEER Rated 16+","Self Cleaning Oven, Dishwasher, ENERGY STAR Qualified Appliances, Gas Oven, Gas Range, Gas Water Heater, Microwave, Tankless Water Heater, Water Line to Refrigerator","Gas Dryer Hookup, In Garage, Washer Hookup",Garage,543867.0,6616.0,649900.0
40648,Central,Central Air,"Garage - Attached, Covered",3,2.0,1619.0,7.0,5.0,7.0,"Tile, Laminate","Other, Electric, Gas",Central,"Dishwasher, Range / Oven, Refrigerator, Washer",Washer/Dryer Includ,"Garage - Attached, Covered",199460.0,3696.0,429999.0
40650,"Forced air, Gas, Wood / Pellet",None,"Garage, None, Covered",3,2.0,1740.0,7.0,7.0,7.0,"Carpet, Hardwood","Forced air, Gas, Wood / Pellet",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Room,"Garage, None, Covered",483786.0,5848.0,725000.0
40660,Central Forced Air - Gas,Whole House / Attic Fan,"Garage, Garage - Attached, Covered",4,3.0,2000.0,3.0,5.0,4.0,"Concrete, Vinyl / Linoleum","Forced air, Gas",Central,"Microwave, Refrigerator",In Utility Room,"Garage, Garage - Attached, Covered",992293.0,12867.0,1149000.0
40672,Wall Furnace,None,"Driveway, Garage - Single Door",3,3.0,1458.0,3.0,2.0,2.0,"Laminate, Tile, Carpet",Wall Furnace,None,Dishwasher,In Kitchen,"Driveway, Garage - Single Door",520038.0,6529.0,749000.0
40676,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",Walk-in Closet,3.0,2468.0,6.0,7.0,9.0,"Tile, Hardwood, Marble, Granite","Forced air, Gas",Central,"Dryer, Range / Oven, Refrigerator, Washer","Tub / Sink, Upper Floor, Washer / Dryer","Garage, Garage - Attached, Covered",1396335.0,17174.0,1650000.0
40678,"Fireplace, Central Forced Air",Other,Off-street,2,1.0,1153.0,6.0,5.0,8.0,Hardwood,Forced air,Other,"Dishwasher, Dryer, Freezer, Refrigerator, Washer","Washer / Dryer, Inside, In Utility Room",Off-street,324978.0,3858.0,699000.0
40688,"Forced air, Gas",Central,"Garage - Attached, Covered",3,3.0,1705.0,3.0,2.0,3.0,Hardwood,"Forced air, Gas",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Unit,"Garage - Attached, Covered",543420.0,6054.0,1250000.0
40690,Central Forced Air,"Ceiling Fan, Central AC","Garage, None, Covered","Loft Bedroom, Master Suite / Retreat, Walk-in Closet",2.0,1251.0,2.0,4.0,3.0,"Carpet, Concrete","Forced air, Gas",None,Range / Oven,"Washer / Dryer, Inside","Garage, None, Covered",811000.0,10042.0,979900.0
40696,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",4,2.0,1754.0,9.0,8.0,9.0,Hardwood,"Forced air, Gas",Central,"Dishwasher, Garbage disposal, Refrigerator","Inside, In Utility Room","Garage, Garage - Attached, Covered",1013343.0,13035.0,1999000.0
40697,"Baseboard, Central Forced Air - Gas",None,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, More than One Master Bedroom",3.0,2682.0,9.0,9.0,10.0,"Tile, Hardwood, Carpet","Baseboard, Forced air, Gas",None,"Dishwasher, Garbage disposal, Refrigerator",In Garage,"Garage, Garage - Attached, Covered",507598.0,6859.0,2825000.0
40713,Central Forced Air - Gas,None,Garage - Attached,Ground Floor Bedroom,2.0,1530.0,9.0,8.0,7.0,"Tile, Wood, Carpet","Forced air, Gas",None,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","In Garage, Washer / Dryer",Garage - Attached,952756.0,12127.0,1199950.0
40714,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",4,2.0,1316.0,5.0,4.0,5.0,"Hardwood, Carpet, Vinyl / Linoleum","Forced air, Gas",Central,"Dishwasher, Garbage disposal",In Garage,"Garage, Garage - Attached, Covered",69655.0,1999.0,1098000.0
40725,"Central, Electric, Natural Gas, Fireplace(s)",Central Air,"Direct Access, Driveway, Concrete, Garage, Garage Faces Front",4,3.0,2658.0,8.0,6.0,8.0,"Carpet, Tile","Central, Electric, Natural Gas, Fireplace(s)",Central Air,"6 Burner Stove, Double Oven, Free-Standing Range, Tankless Water Heater",Upper Level,"Direct Access, Driveway, Concrete, Garage, Garage Faces Front",914157.0,11205.0,1050000.0
40726,Central,"Central Air, Wall/Window Unit(s), Whole House Fan","Driveway, Garage",4,3.0,2220.0,5.0,6.0,8.0,"Carpet, Laminate, Tile",Central,"Central Air, Wall/Window Unit(s), Whole House Fan","Dishwasher, Gas Range",Inside,"Driveway, Garage",230798.0,2927.0,443500.0
40728,"Solar, Central Forced Air - Gas, Radiant Floors",Central AC,"Garage, Garage - Attached, Covered",Walk-in Closet,3.0,3700.0,6.0,5.0,5.0,"Wood, Carpet, Stone","Forced air, Radiant, Gas",Central,"Dishwasher, Garbage disposal, Microwave, Refrigerator","Tub / Sink, Gas Hookup, Inside, In Utility Room, Electricity Hookup (220V), Electricity Hookup (110V)","Garage, Garage - Attached, Covered",979534.0,11129.0,1399888.0
40733,"Gas, Wall Furnace",None,"Garage, Garage - Attached, Covered",Ground Floor Bedroom,1.0,996.0,4.0,3.0,7.0,"Tile, Hardwood, Vinyl / Linoleum","Other, Gas",None,"Dryer, Refrigerator, Washer","In Garage, Dryer, Washer, Tub / Sink, Washer / Dryer, Electricity Hookup (220V), Electricity Hookup (110V)","Garage, Garage - Attached, Covered",472106.0,5744.0,1095000.0
40736,Central,Central Air,"Garage - Attached, Covered",3,2.0,1139.0,4.0,5.0,5.0,"Wood, Carpet, Laminate","Forced air, Electric, Gas",Central,"Garbage disposal, Microwave",In Garage,"Garage - Attached, Covered",108049.0,1213.0,329900.0
40739,Central,Central Air,"Garage - Two Door, Private, Direct Access, Garage Door Opener, Driveway, Guest",4,5.0,4096.0,4.0,3.0,7.0,"Wood, Tile",Central,Central Air,"Barbecue, Dishwasher, Disposal, Refrigerator, Gas Cooktop, Double Oven, Microwave, Oven, Range Hood, Washer, Dryer","Upper Level, Inside, Laundry Closet","Garage - Two Door, Private, Direct Access, Garage Door Opener, Driveway, Guest",3139624.0,38139.0,4500000.0
40740,Central,Central Air,Garage - Two Door,4,5.0,3100.0,6.0,2.0,6.0,Wood,Central,Central Air,"Dishwasher, Microwave, Refrigerator, Washer",Laundry Room,Garage - Two Door,1096500.0,13409.0,2650000.0
40742,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",3,3.0,1733.0,7.0,6.0,8.0,"Tile, Hardwood, Slate","Forced air, Gas",Central,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Refrigerator, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",710077.0,8810.0,2395000.0
40748,Central,None,"Garage Door Opener, Attached, Garage, Int Access From Garage",4,3.0,1673.0,3.0,4.0,6.0,"Carpet, Concrete, Laminate, Linoleum",Central,None,"Dryer, Dishwasher, Gas Range, Refrigerator","Dryer, In Garage, Washer","Garage Door Opener, Attached, Garage, Int Access From Garage",147917.0,3231.0,599000.0
40754,Central Forced Air,"Multi-Zone, Central AC","Garage, Garage - Attached, Covered","Ground Floor Bedroom, Walk-in Closet",3.0,2554.0,7.0,5.0,6.0,"Tile, Laminate, Carpet",Forced air,Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven","Upper Floor, Gas Hookup, In Utility Room","Garage, Garage - Attached, Covered",790763.0,10125.0,899000.0
40757,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Covered","Master Suite / Retreat, Walk-in Closet",2.0,2010.0,8.0,5.0,6.0,"Tile, Hardwood",Forced air,Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",In Garage,"Garage, Garage - Attached, Covered",1050000.0,13502.0,1898000.0
40760,"Forced air, Gas",None,"Garage, Garage - Attached","Loft Bedroom, More than One Bedroom on Ground Floor, More than One Master Bedroom on Ground Floor",4.0,2538.0,7.0,6.0,7.0,"Tile, Carpet, Hardwood, Slate","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Trash compactor, Washer",Inside,"Garage, Garage - Attached",1388831.0,16271.0,6300000.0
40761,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor, More than One Bedroom on Ground Floor",2.0,1930.0,8.0,7.0,9.0,"Hardwood, Other","Forced air, Gas",Central,"Dishwasher, Microwave, Range / Oven, Refrigerator",In Garage,"Garage, Garage - Attached, Covered",1911830.0,23277.0,2980000.0
40770,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Off-street, On-street, Covered",Walk-in Closet,3.0,2008.0,7.0,5.0,5.0,"Tile, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Upper Floor, Washer / Dryer, Gas Hookup, In Utility Room, Electricity Hookup (110V)","Garage, Garage - Attached, Off-street, On-street, Covered",787005.0,10251.0,834999.0
40772,Forced Air,None,"Detached, Off Street",3,1.0,1151.0,8.0,9.0,9.0,Hardwood,Forced Air,None,"Washer, Gas Water Heater, Dishwasher, Disposal, Gas Range, Plumbed For Ice Maker, Free-Standing Range, Refrigerator","Washer, Sink","Detached, Off Street",454153.0,8583.0,1050000.0
40775,Central,Central Air,"Garage, Garage - Attached, Covered",4,2.0,1396.0,5.0,6.0,6.0,"Carpet, Tile","Forced air, Electric",Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven",In Garage,"Garage, Garage - Attached, Covered",150023.0,1942.0,325000.0
40777,Forced Air,None,"Detached, Off Street",5,2.0,2788.0,7.0,7.0,8.0,"Carpet, Hardwood, Tile",Forced Air,None,"Gas Water Heater, Dishwasher, Disposal, Free-Standing Range, Refrigerator","Other, Stacked Only, Upper Level","Detached, Off Street",825888.0,15519.0,1695000.0
40792,"Forced Air, Central Forced Air",None,"Garage, Garage - Attached",4,2.0,1615.0,2.0,5.0,6.0,"Tile, Hardwood, Laminate, Carpet, Vinyl / Linoleum",Forced air,None,"Dryer, Range / Oven, Refrigerator, Washer","Tub / Sink, Washer / Dryer, Electricity Hookup (220V)","Garage, Garage - Attached",65367.0,2216.0,989000.0
40793,"Radiant, Other","Ceiling Fan, Window / Wall Unit","Carport, Garage - Detached, Covered","Master Bedroom on Ground Floor, Master Suite / Retreat",4.0,2920.0,8.0,7.0,9.0,"Hardwood, Marble, Laminate, Stone","Radiant, Gas",Other,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, Inside","Carport, Garage - Detached, Covered",1854038.0,38711.0,3488000.0
40794,Central Forced Air - Gas,None,"Garage, Garage - Attached",Master Bedroom on Ground Floor,3.0,2695.0,9.0,7.0,7.0,"Tile, Hardwood, Carpet, Vinyl / Linoleum","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer","Upper Floor, Washer / Dryer, Inside, In Utility Room, Electricity Hookup (220V)","Garage, Garage - Attached",282895.0,3082.0,2538000.0
40801,Central,Central Air,"Detached Carport, Driveway, Garage - Two Door",3,2.0,1559.0,7.0,7.0,7.0,"Wood, Carpet",Central,Central Air,"Disposal, Refrigerator, Oven, Range",Inside,"Detached Carport, Driveway, Garage - Two Door",96152.0,1266.0,1075000.0
40817,Central,Central Air,"Concrete, Side By Side, Private, Garage - Two Door",3,2.0,1772.0,2.0,2.0,2.0,"Wood, Tile",Central,Central Air,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Electric Oven, Washer, Dryer",Laundry Room,"Concrete, Side By Side, Private, Garage - Two Door",1217000.0,14890.0,1249000.0
40826,"Gas, Central Forced Air - Gas",None,"Garage, Garage - Attached",3,1.0,1200.0,4.0,4.0,7.0,"Tile, Laminate, Carpet","Forced air, Gas",None,"Dishwasher, Garbage disposal, Range / Oven",In Garage,"Garage, Garage - Attached",860028.0,10748.0,1250000.0
40833,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",3,3.0,1392.0,7.0,7.0,9.0,"Tile, Hardwood, Laminate","Forced air, Gas",Central,"Dryer, Microwave, Range / Oven, Refrigerator, Washer","Washer / Dryer, In Utility Room, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",1432630.0,18657.0,1398888.0
40847,Baseboard,None,"Garage, Garage - Attached, On-street, Covered","Ground Floor Bedroom, Master Bedroom on Ground Floor",3.0,1520.0,6.0,6.0,7.0,"Tile, Hardwood","Stove, Electric, Gas",None,"Range / Oven, Refrigerator, Washer","Washer / Dryer, In Utility Room","Garage, Garage - Attached, On-street, Covered",179052.0,3179.0,3950000.0
40861,Wall Furnace,None,Direct Access,3,1.0,944.0,5.0,6.0,6.0,Tile,Wall Furnace,None,Convection Oven,"Laundry Closet, See Remarks",Direct Access,248442.0,3270.0,539900.0
40865,"Forced air, Gas",Central,"Garage, Carport, Garage - Attached, Off-street, Covered",2,3.0,2568.0,5.0,6.0,5.0,"Tile, Carpet","Forced air, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer",Room,"Garage, Carport, Garage - Attached, Off-street, Covered",320547.0,3768.0,489000.0
40877,Central Forced Air - Gas,None,"Garage, Off-street, Covered",3,1.0,1055.0,4.0,3.0,7.0,Hardwood,"Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer","Washer / Dryer, In Utility Room","Garage, Off-street, Covered",1300000.0,15583.0,1375000.0
40888,Forced Air - Elec,Central,"Garage, Garage - Attached, Covered",3,2.0,1388.0,5.0,6.0,5.0,"Tile, Carpet","Forced air, Electric",Central,"Dishwasher, Dryer, Range / Oven, Refrigerator, Washer","Dryer, Washer","Garage, Garage - Attached, Covered",81530.0,818.0,165000.0
40890,"Heat Pump, Central","Heat Pump, Central Air","Garage, Garage - Attached, Covered",3,2.0,1750.0,5.0,4.0,7.0,"Wood, Carpet, Tile, Linoleum/Vinyl","Heat pump, Electric, Solar",Central,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Inside Area,"Garage, Garage - Attached, Covered",200463.0,2612.0,379900.0
40901,"Forced Air, Natural Gas",Ceiling Fan(s),"Garage Door Opener, Attached, Off Street, Space Per Unit - 2",4,2.0,1671.0,3.0,4.0,6.0,"Concrete, Vinyl","Forced Air, Natural Gas",Ceiling Fan(s),"Dryer, Washer, Gas Water Heater, Dishwasher, Disposal, Plumbed For Ice Maker, Free-Standing Range, Refrigerator, Self Cleaning Oven, ENERGY STAR Qualified Appliances","220 Volt Outlet, Dryer, Gas Dryer Hookup, Laundry Room","Garage Door Opener, Attached, Off Street, Space Per Unit - 2",250248.0,4344.0,649000.0
40902,Central Forced Air,Central AC,"Garage, Garage - Attached, Covered",3,2.0,1686.0,3.0,5.0,7.0,"Tile, Laminate, Carpet",Forced air,Central,"Dishwasher, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",613656.0,7021.0,949000.0
